created_at,text,screen_name,profile_image
Tue Feb 16 01:18:17 +0000 2021,"“Darling, let’s watch TV”... “Oh, sorry dear, there’s been no wind, so we don’t have enough stored up energy!” ~Donald Trump   Right, AGAIN!",katlu3,https://pbs.twimg.com/profile_images/1093580521559322624/8bk6tzZi_normal.jpg
Tue Feb 16 01:18:17 +0000 2021,"The Repugnants and Repulsives pulled this schtick on Obama in 2009, but Biden has been in politics forever and knows better.

As G.W. Bush once said, “Fool me once, shame on you. Fool me — you can't get fooled again.” https://t.co/ayvMzK1CAI https://t.co/sqrz64ZqzF",RBellikoff,https://pbs.twimg.com/profile_images/1333897060890730497/HurycLCk_normal.jpg
Tue Feb 16 01:18:17 +0000 2021,"The problem, consistently was that ""nobody would try to do THAT!"" regarding Trump. HE DID. EVERY TIME.
-quid pro quo with Putin, MBS, MBZ, el Sisi, Erdogan, Xi, Netanyahu: election assistance for foreign policy actions
-intentionally allowing a killer virus loose in America",VMadge,https://pbs.twimg.com/profile_images/1487511102/Victor-rotated-small_normal.jpg
Tue Feb 16 01:18:17 +0000 2021,@MaryDil29664033 @EricBoehlert Just sayin....https://t.co/VtwXfR1A2A,ferre_lynn,https://pbs.twimg.com/profile_images/1237377465267490821/7UvseeEO_normal.jpg
Tue Feb 16 01:18:16 +0000 2021,"@AmyKremer After losing 60+ lawsuits? After DOJ AG Barr said no evidence of election fraud? After every state thoroughly certifying each of the state elections? After #Trump’s “Elite Strike Force” legal team inability to provide any, and I mean any, evidence of election fraud? Get a life.",dlonorse,https://pbs.twimg.com/profile_images/1347098581895811072/Cbwo-ndE_normal.jpg
Tue Feb 16 01:18:16 +0000 2021,@GOPChairwoman President Biden*,JacobTaschler,https://pbs.twimg.com/profile_images/1027651636876005376/WRIzM5DE_normal.jpg
Tue Feb 16 01:18:16 +0000 2021,Trump is HISTORY there is NO coming back for him.,optimum2learn20,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png
Tue Feb 16 01:18:15 +0000 2021,"@champandmajor1 Hewwo! My name is Summer, I'm a 12 yr old Yellow Lab &amp; a 'yellow dog democrat'.  My family loves ur Dad &amp; Mom, my Mom volunteered on the Biden 2020 Victory text team from CA. I was also a member of Yellow Labs For Barack. Sending paw love. https://t.co/qGKV2O04OJ https://t.co/X26In5WP4T",TheStepWifey,https://pbs.twimg.com/profile_images/1173277417638465538/4-tXLqsJ_normal.jpg
Tue Feb 16 01:18:15 +0000 2021,"@JennaEllisEsq All right! Get a lot of private messages from many friends asking how to buy a Trump and Biden doll, now just do this: Amazon search: B08H8YN1JX (Trump doll), Amazon search: B08RY4QZ81 (Biden doll), Or just click on my avatar now on sale campaign...",TrumpDoll001,https://pbs.twimg.com/profile_images/1358950552294416384/xbbuQzwj_normal.jpg
Tue Feb 16 01:18:15 +0000 2021,@k_artig Because Trump....,BrokenArrow071,https://pbs.twimg.com/profile_images/1311336108840620033/5bIlNGDs_normal.jpg
Tue Feb 16 01:18:15 +0000 2021,"@humansEvolve Sorry I wasn’t privileged enough to pretend Biden’s horrendous 40 years worth of policies that hurt and destroyed black and brown communities, didn’t exist because Trump was a piece of shit. I don’t vote for people who eulogize KKK members. It’s not a hard line to draw.",tucsoniris,https://pbs.twimg.com/profile_images/1359184170006818817/bojE8V2__normal.jpg
Tue Feb 16 01:18:15 +0000 2021,Look!  Ted Cruz agrees Trump is guilty!  There's always a quote... https://t.co/OUJfV9FHO3,JeffsWorldShow,https://pbs.twimg.com/profile_images/1284534177316999168/BT4SCjP9_normal.jpg
Tue Feb 16 01:18:14 +0000 2021,"@gaydraka @DatElefent @BernieSanders You answer my question, then I will answer yours.
Trump was also bankrolled by Wall Street, so there would be no point in supporting him.",theSuperEnigma,https://pbs.twimg.com/profile_images/1360161736163282948/HcVxdAwQ_normal.jpg
Tue Feb 16 01:18:14 +0000 2021,"Y BIDEN LE DIJO A NAYIB 

#NayibGoHome",Fernand88946880,https://pbs.twimg.com/profile_images/1091395212369383425/RNyZ6YC-_normal.jpg
Tue Feb 16 01:18:14 +0000 2021,"@JennFizz Now that the dems &amp; their leader biden wanted OUR oil jobs cut off instantly with a stroke of a pen - well how does it feel now that the windmills dont work in winter -  bec of snow and ice.

The dems now SHOULD SAY YES TRUMP WAS RIGHT!",Melina777771,https://pbs.twimg.com/profile_images/1358104541082836993/F9NeoFEA_normal.jpg
Tue Feb 16 01:18:14 +0000 2021,@ChuckGrassley Trump clearly stole your twitter account. I havent seen gibberish like this since he was suspended for inciting domestic terrorists.,orangesickdaddy,https://pbs.twimg.com/profile_images/1298786556560334851/MD7QFp32_normal.jpg
Tue Feb 16 01:18:14 +0000 2021,@davidwebbshow Trump,jlopes_44,https://pbs.twimg.com/profile_images/1353671009707171840/nXB0uPEG_normal.jpg
Tue Feb 16 01:18:13 +0000 2021,"@RepKinzinger This WILL pass &amp; the more truth that comes out going forward will shed light on what such a vile,vindictive &amp; small person Trump really is! We have NEVER seen or experienced anything like what has happened these last 5 yrs, but know you are very a courageous Patriot https://t.co/p0zz5fNj9g",AlesiaCato,https://pbs.twimg.com/profile_images/822561835308187648/x9mW38ZO_normal.jpg
Tue Feb 16 01:18:13 +0000 2021,@FilmRound @SDarkmore @Kittycatgirl68 Impeach Biden for what?,hesanaughtyboy,https://pbs.twimg.com/profile_images/1248223784055623681/XmHkOwyu_normal.jpg
Tue Feb 16 01:18:13 +0000 2021,@atrupar At least she didn't say trump.,EricG1247,https://pbs.twimg.com/profile_images/1328890040903114752/18akaKeA_normal.jpg
Tue Feb 16 01:18:12 +0000 2021,@Potus Happy President's Day to the greatest President ever. DONALD J. TRUMP,DelawareCrossi1,https://pbs.twimg.com/profile_images/1360295231376281601/yrFuozmd_normal.jpg
Tue Feb 16 01:18:12 +0000 2021,@barchiemaga @TheVeronicaCL @bettycooperc didn’t know trump knew us..,TabithaTate01,https://pbs.twimg.com/profile_images/1361449760150990852/Q0cZ_JFf_normal.jpg
Tue Feb 16 01:18:12 +0000 2021,"@DineshDSouza I will make it simple for the Far Right Extremists,  if Trump didn't divided the country, he may have been reelected Like Bush and Reagan.",RodgerzCharles,https://pbs.twimg.com/profile_images/1320148048547352578/G_t-cfFT_normal.jpg
Tue Feb 16 01:18:12 +0000 2021,"@davidwebbshow President Trump , the lowest unemployment numbers, No wars, keeping a majority of our men and women. Home, pulling out of the paris accord, helped fight for the lgbt community overseas.",lclawar,https://pbs.twimg.com/profile_images/634351106315808771/jMr3Mpc5_normal.jpg
Tue Feb 16 01:18:12 +0000 2021,"@loudthorpe @JessielovesAndi Of course Trump was. We knew the end of the story before the hearing began. Thankfully, Trump is not representative of the majority of American people; otherwise, we should just turn out the lights and put the keys under the door mat.",dmcrown,https://pbs.twimg.com/profile_images/1061334955832225792/OH4lEEdg_normal.jpg
Tue Feb 16 01:18:11 +0000 2021,@HelaoSouse @fake_biden Pure maple only!  Amirite?,bethfield11,https://pbs.twimg.com/profile_images/1361487079713042435/uWLxrfLj_normal.jpg
Tue Feb 16 01:18:11 +0000 2021,@bjones306 @Col00156481 @ingrahamsAngle @DanScavino That's because Biden's voters are not in a cult.,NYCSINY,https://pbs.twimg.com/profile_images/518890555460169728/eITEBqHF_normal.jpeg
Tue Feb 16 01:18:11 +0000 2021,@CNNPolitics Yeah-let’s hope the Republicans can do better than letting a failed trump on a ballot! Yikes!,LuluElvis,https://pbs.twimg.com/profile_images/1116380585897762816/IlnzQuzy_normal.jpg
Tue Feb 16 01:18:11 +0000 2021,@timetravlnqte Trump is amazing,DianeMajeska,https://pbs.twimg.com/profile_images/1280708633769189378/jGyChAVG_normal.jpg
Tue Feb 16 01:18:11 +0000 2021,Biden vai advertir na cúpula do G-7 na sexta-feira que os países ricos precisam se preparar para novas pandemias. @cnnbrasil @monperronefc #expressocnn https://t.co/yrw9INUbHY,lsantanna,https://pbs.twimg.com/profile_images/1355306423492751361/ARw1iMVL_normal.jpg
Tue Feb 16 01:18:10 +0000 2021,"Breaking news: Resident Biden woke up for a little bit today, made a short speech whom few watched, changed his diaper and went back to bed.",mogul518315,https://pbs.twimg.com/profile_images/1295853752054939650/2TUoU35f_normal.jpg
Tue Feb 16 01:18:10 +0000 2021,"@iceair1 I have a better idea, California can secede and take Biden with them. With California out, Trump wins.",MrGeorgeGrey,https://pbs.twimg.com/profile_images/1321258637084426241/_L8H7FfY_normal.jpg
Tue Feb 16 01:18:10 +0000 2021,@sherlock2004 @MarthaEPSmith @sloaneellen @ChuckGrassley Trump did not incite the so called insurrection. He got acquitted if you follow the news,JeanHaineux,https://pbs.twimg.com/profile_images/1348575066234236929/4WB5gXX7_normal.jpg
Tue Feb 16 01:18:10 +0000 2021,"@cactus_woman The relief and peacefulness I endured when President Joe Biden was inaugurated, is slowly disappearing and becoming intense anger at the spineless trump loving GQP. They push my boundaries and incite my wrath.",In2theShadow,https://pbs.twimg.com/profile_images/1316325128674869248/35WHFWp4_normal.jpg
Tue Feb 16 01:18:10 +0000 2021,@leslieablessing I doubt Biden can answer that.,bartlet_dave,https://pbs.twimg.com/profile_images/1229244984840380416/95GRz5jX_normal.jpg
Tue Feb 16 01:18:10 +0000 2021,"@SenTedCruz you are one low life asshole lying is not just a past time for you. How the hell your ride deals with sleeping with you, you have to smell like trash. You have no morals or worth. Just a lie life Trump ass kisser. TRAITOR",calguy07191,https://pbs.twimg.com/profile_images/1350272908157882368/O9MDL8cj_normal.jpg
Tue Feb 16 01:18:10 +0000 2021,"@Jim_Jordan This is the @GOP's idea of ""leadership.""

Looney tunes. https://t.co/c4iNHNQNPD",sage_trump,https://pbs.twimg.com/profile_images/1283969988949422080/XErvDSYM_normal.jpg
Tue Feb 16 01:18:10 +0000 2021,@DougJBalloon “Do cold weather blackouts undermine Biden’s efforts to combat rising global temperatures?”,DougEmhoffStan,https://pbs.twimg.com/profile_images/1352472145054601216/p0rXQrXh_normal.jpg
Tue Feb 16 01:31:10 +0000 2021,@SenRonJohnson What about this... what about that... anything to distract from your cowardice.  Trump has you on all-fours and a leash.  Good boy. 🐕,AJCook69338237,https://pbs.twimg.com/profile_images/461375073543151617/n2-AsNLT_normal.jpeg
Tue Feb 16 01:31:09 +0000 2021,"Eric Metaxas Believes America Is Creeping Toward Nazi Germany
https://t.co/7b9ClbjpOK",paul_m_edwards,https://pbs.twimg.com/profile_images/459455764390621184/z7Lb-q6K_normal.jpeg
Tue Feb 16 01:31:09 +0000 2021,@patriottakes Jesus... Biden's term just started. Give him a little time 😁,OgrimFarthammer,https://pbs.twimg.com/profile_images/1316713745758990336/xHD8EyXw_normal.png
Tue Feb 16 01:31:09 +0000 2021,Pelosi says independent commission will examine Capitol riot https://t.co/CTbjvjr6Bb SHE IS TO BLAME NOT TRUMP THEY WERE AFTER HER NOT TRUMP. THE BLAME IS ON THE RICH B----&gt;,JUDYASMITH10,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png
Tue Feb 16 01:31:09 +0000 2021,@reidepstein I’m sorry Adam that your family is so delusional....I can’t believe so many follow that horrible man. Take heart Adam..it is them not you who will be judge....AND TRUMP IS NO CHRISTIAN...,auntedge,https://pbs.twimg.com/profile_images/816463589867278336/XsFUkXg9_normal.jpg
Tue Feb 16 01:31:09 +0000 2021,"Was Trump Secretly Impeached?  Shocking Recordings Seem To Detail A Much... https://t.co/v4a9It6qYN via @YouTube 

PLEASE SHARE.  GREAT ALTERNATIVE MEDIA SITE.",PeaMyrtle,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png
Tue Feb 16 01:31:09 +0000 2021,"Being a Trump supporter is definitely putting Country over party. 
In case anyone didn’t know: President Trump is putting country over party. His motto is “Make America Great Again!” 

This isn’t about him—it’s all about love of USA",MsAvaArmstrong,https://pbs.twimg.com/profile_images/1282106478644670471/jclr_7Tb_normal.jpg
Tue Feb 16 01:31:09 +0000 2021,"Iran also plans to suspend its cooperation under the Non-Proliferation Treaty, a nuclear arms pact, by the end of the month.

https://t.co/juOODS3K9x",henryjo06676203,https://pbs.twimg.com/profile_images/1248157156869681153/CJI4mpdV_normal.jpg
Tue Feb 16 01:31:09 +0000 2021,@jamnspoon2 What size shoe does Trump wear?,gaacd7,https://pbs.twimg.com/profile_images/1052280136597417984/tFRYHAzK_normal.jpg
Tue Feb 16 01:31:09 +0000 2021,"@adam_cards @KMEzDoesIt Yeah, Hunter Biden is guilty of international corruption 100%. 

He’ll get away with it because of his daddy (Xi Ping) &amp; globalism.",JayAlletto,https://pbs.twimg.com/profile_images/1359253503735181316/371Fg2LZ_normal.jpg
Tue Feb 16 01:31:09 +0000 2021,"@TruePat20987381 @milego @PopsZant @JackPosobiec I dont think you know what the word 'incitement' means. Trump may have spoken in an inflammatory way, but in no way did he 'incite an insurrection'.

Still waiting on any quotes from Trump where he said to storm the Capitol.",NotRamie,https://pbs.twimg.com/profile_images/1351674228408508416/GcBa74o-_normal.jpg
Tue Feb 16 01:31:09 +0000 2021,"Florida will FORVER be a thorn in the Dems side. 

People moving in droves from blue states

Great Gov @GovRonDeSantis 

Beautiful beaches 🏖

Low taxes 📉

No snow! 0️⃣❄

Best of all...👇👇

TRUMP LIVES HERE! 🇺🇲🇺🇲🇺🇲 https://t.co/OSkzW9A7xb",NJ_2_FL,https://pbs.twimg.com/profile_images/1355721281300287494/j7Vqtjxd_normal.jpg
Tue Feb 16 01:31:08 +0000 2021,"@thehill @SenMarkey yes and that is what is so sad and so sorry about this situation. Trump walks away a “victor” because of short-sighted, selfish cowardice and dishonesty from the @SenateGOP. It is an embarrassment and a heartbreak for those of us who live in the real world.  #TheBigLie",jayaygee,https://pbs.twimg.com/profile_images/853870091/moon_2_normal.jpg
Tue Feb 16 01:31:08 +0000 2021,"Interesting, now @GovRonDeSantis Is the lefts new boogeyman. Between he and Trump there’s no more vacancies available in their heads.",unreconned,https://pbs.twimg.com/profile_images/1352379939597799427/OaXRAA_m_normal.jpg
Tue Feb 16 01:31:08 +0000 2021,Benjamin Netanyahu has sent a very powerful message to Biden https://t.co/fdBpvttXty via @YouTube,ReyGonzalez8,https://pbs.twimg.com/profile_images/792725015053623296/LsOgBixp_normal.jpg
Tue Feb 16 01:31:08 +0000 2021,@POTUS Happy president day Mr Trump. He is one care us American citizens. Our true leader. We love him. https://t.co/nuAM0WPi8U,Milo67124962,https://pbs.twimg.com/profile_images/1351633531269750784/mv8lnlCn_normal.jpg
Tue Feb 16 01:31:08 +0000 2021,"@dobbydisneyfan @AsianKaren212 @lindyli You are psychologically compromised. Trump amassed his most extreme supporters in DC with “be there, will be wild”, then whipped them up with lies about their country being stolen from them, told them it’s time to “take it back.” With no LEGAL route to do so, what did he expect?",c_w_d101,https://pbs.twimg.com/profile_images/1356067914575728649/l1m6-WRs_normal.jpg
Tue Feb 16 01:31:08 +0000 2021,"Donald Trump should have been convicted, evidence was strong: Poll https://t.co/zPF9LNBe2X",carloseats,https://pbs.twimg.com/profile_images/1361458663223939079/bjxavcV0_normal.jpg
Tue Feb 16 01:31:08 +0000 2021,"Hey @CNN  ""Early To Bed"" as a president is not a virtue
it's a detriment,  #Sundowner Joe Biden ain't up to answer the 3am call. https://t.co/qB9bdCAZ7Q",UnTamedInSD,https://pbs.twimg.com/profile_images/1347783871899660293/yX2sT9Jx_normal.jpg
Tue Feb 16 01:31:07 +0000 2021,@Mediavenir C'est ce que Trump voulait empêcher à tout prix.,Vald_Sullyvan,https://pbs.twimg.com/profile_images/1294310709543788547/Cdz4xVnk_normal.jpg
Tue Feb 16 01:31:07 +0000 2021,"Following the acquittal of former President Donald Trump this weekend, House Speaker Nancy Pelosi (D-CA) is calling for a 9/11-style commission to investigate the January 6 attack on the Capitol. ... https://t.co/6ispiyXGuz",ConservNewsDly,https://pbs.twimg.com/profile_images/1274863777796816896/q8GeSPzO_normal.jpg
Tue Feb 16 01:31:07 +0000 2021,Texas storm shows what it looks like to have a president of all the United States https://t.co/03jBH1aQvC - This is what it looks like when we have a president for all the people.,Mike71442212,https://pbs.twimg.com/profile_images/1240583224717238278/BcueSqyA_normal.jpg
Tue Feb 16 01:31:07 +0000 2021,"@IwriteOK ""WE THE PEOPLE OF THOSE UNITED STATES OF TRUMP AMERICA""",therealnod,https://pbs.twimg.com/profile_images/1143071701204209664/tqZZaiRr_normal.png
Tue Feb 16 01:31:06 +0000 2021,"@NCGOP Nice to see where your priorities lie. The GOP is an absolute wasteland, doing all it can to keep the lips affixed to Trump’s ass. Don’t ever claim to be the party of morals, fiscal responsibility, or personal responsibility ever again.",ekbdvm,https://pbs.twimg.com/profile_images/1290275828773916674/088oAaOV_normal.jpg
Tue Feb 16 01:31:06 +0000 2021,@DavidAustGAM @fake_biden My GGrandfather had a sugar house in Glover Vt. I hate that **** lol. Give me the fake stuff.,histbuff0313,https://pbs.twimg.com/profile_images/1357422764412579841/e13hg6tE_normal.jpg
Tue Feb 16 01:31:06 +0000 2021,@Sexy_kittykat13 @MarsAscendant @southbucki @cre8powr @BJohnse19 @John_Anti_Trump @Bswan11 @GloriaCavalera @razzdazzmomblog @oldstylevegas @LivPro4 @crog2020 Followed All ❤️🤍💙🇺🇸,missy_dlt,https://pbs.twimg.com/profile_images/1150597195198021632/QQFvG2gH_normal.jpg
Tue Feb 16 01:31:06 +0000 2021,joe biden wrote this wanikani hint https://t.co/bzjttYougY,SunhatZhenya,https://pbs.twimg.com/profile_images/1346224723034857478/JxUbk49q_normal.jpg
Tue Feb 16 01:31:05 +0000 2021,Locals respond to Trump's second impeachment acquittal https://t.co/x5nCtJ9bnE,ArletteY_KYMA,https://pbs.twimg.com/profile_images/1113617496097951745/N-QOnhdt_normal.jpg
Tue Feb 16 01:31:05 +0000 2021,Now imagine if this was trump.. the outrage https://t.co/LdUeDrTf9n,O17A03,https://pbs.twimg.com/profile_images/1345461468842618881/zDVSToLe_normal.jpg
Tue Feb 16 01:31:04 +0000 2021,@Scaramucci  The Screwball Senator and Trump Sycophant  from Wisconsin I hope isn't allowed in,BillFricker1,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png
Tue Feb 16 01:31:04 +0000 2021,Opinion | Trump’s rot has reached the GOP’s roots https://t.co/QCq3ppAiE5,Nitzey,https://pbs.twimg.com/profile_images/576918601019576321/em0bA6vS_normal.jpeg
Tue Feb 16 01:31:04 +0000 2021,President Biden faces questions about commitment to minimum wage hike https://t.co/TSGftT0aNh,WTAE,https://pbs.twimg.com/profile_images/458965771817721856/cKpYWO_N_normal.jpeg
Tue Feb 16 01:31:03 +0000 2021,"@SquizzRadical @amyklobuchar Slap on the wrist. 
If Trump runs again, I’m moving there. Canada or Scotland, whichever let’s me in first! I cannot mentally, physically or emotionally deal with him again. A full year of being cussed &amp; fussed at almost daily - I’m done.",WowShesLoud,https://pbs.twimg.com/profile_images/1360977768901713922/3VehP7sJ_normal.jpg
Tue Feb 16 01:31:03 +0000 2021,@AJEnglish Stop showing Trump! There’s enough ugliness in the world.,Theodora500AD,https://pbs.twimg.com/profile_images/1268035839952670720/8AEt_4Jw_normal.jpg
Tue Feb 16 01:31:03 +0000 2021,@vloaz5 la il quote marx pour justifier son vote pour biden mdr il vote biden si il veut mais qu’il nous fasse pas croire que c’est de la praxis de coco non plus,radsmug,https://pbs.twimg.com/profile_images/1353032276947431426/BBabIe-b_normal.jpg
Tue Feb 16 01:31:03 +0000 2021,@RBReich I like Biden who has his dogs in the Oval office and puts his logs in the fireplace. Very homely.,RockiesProgs,https://pbs.twimg.com/profile_images/1359657796564754432/KyzzGLn-_normal.jpg
Tue Feb 16 01:31:03 +0000 2021,"Uninsured Americans who want to buy Affordable Care Act coverage have another three months to do so, thanks to an executive order President Biden signed last month. https://t.co/qLL6NssXvp",CNN,https://pbs.twimg.com/profile_images/1278259160644227073/MfCyF7CG_normal.jpg
Tue Feb 16 01:31:03 +0000 2021,"Here Are The Criminal, Civil Investigations Trump Faces After Senate Acquittal : https://t.co/uTQqH17ocE https://t.co/HLCacrLM5j",USRealityCheck,https://pbs.twimg.com/profile_images/841444041417977857/G4W2DaYB_normal.jpg
Tue Feb 16 01:31:03 +0000 2021,Pat Toomey's impeachment vote to convict Trump sparks Pennsylvania Republican backlash https://t.co/m8RqxYMhDE,DALionCity,https://pbs.twimg.com/profile_images/1354959876561113098/AS_-nMrP_normal.jpg
Tue Feb 16 01:31:02 +0000 2021,"@isawthesethings @SteveScalise @USNavy @GOP Soo acknowledging doctored evidence and hearing that Donald Trump did in fact say ""peacefully and patriotocally March to support our politicians"" he's inciting insurrection? And betraying the country by pointing out inconsistencies in the election?",estogg4,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png
Tue Feb 16 01:31:02 +0000 2021,"He should be slamming Pelosi, she was behind the planning of the riots. Why didn't she accept the 5000 National Guard that Trump had offered. Because she was in on it. It was the Dem's plan. Every death that day is the Democrats, led by Pelosi's fault. You can thank them. https://t.co/3f3ZzrdUom",kenfromga,https://pbs.twimg.com/profile_images/2645089938/71aa80da3ec1cfe5e151bd0dd8939f9f_normal.png
Tue Feb 16 01:31:02 +0000 2021,Lindsey Graham and his clones DO NOT represent what the Republicans want for their party.  Trump may have gotten 74 million votes but Biden got 81 million because no one wanted Trump.  You don’t wonder why his biggest concern is vindication against those who dared to vote ...,ABrokenCountry,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png
Tue Feb 16 01:31:02 +0000 2021,"politicians are NOT your friends. they are elected officials who are supposed to act in our best interest and have time and time again failed. when 54% of America believes that Trump should face justice for his actions, and he doesn’t, maybe the French had the right idea",aricxkres,https://pbs.twimg.com/profile_images/1359950532014653443/V6gNEsf1_normal.jpg
Tue Feb 16 01:31:02 +0000 2021,Joe Biden is a fantastic President.  Lucky America.💕💕💕,TeriYork10,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png
Tue Feb 16 01:31:02 +0000 2021,Biden announces deal for 200 million more COVID-19 doses https://t.co/2CDxC6iQ5Z via @CBSPolitics,GailHepburn,https://pbs.twimg.com/profile_images/439183260879306752/y8xkfUeX_normal.jpeg
Tue Feb 16 01:31:02 +0000 2021,"@LifeRTd @LGillon2 @Minturner11 Oh yeah, Trump killed all of those ppl, right? China had nothing to do with the virus, right? China denied that the virus transferred from people to people and it got spread quickly.",chupacabra66,https://pbs.twimg.com/profile_images/830603742621884416/VQqmoS-T_normal.jpg
Tue Feb 16 01:31:02 +0000 2021,"It's fair to ask in which direction U.S. energy was tending in 2020, as well. https://t.co/2hRXcGUTTv",snopes,https://pbs.twimg.com/profile_images/1112753660113510411/IpsL-PzS_normal.png
Tue Feb 16 01:31:02 +0000 2021,"@ACTBrigitte harry is an amazing person sorry u are harassing him because he tweeted support to biden compared to trump
https://t.co/HocbRM1Pla",finelineprride,https://pbs.twimg.com/profile_images/1336311029358333953/ue9w4DLC_normal.jpg
Tue Feb 16 01:31:02 +0000 2021,@Trump Happy Presidents Day president Trump I did not know you had your own Twitter. Glad you are still around. God has for you that you are fighting for us to Deliver Us from the corruption in this government I just want to say thank you and keep fighting I hope you got my card 🎉🎊,Ruthie02685484,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png
Tue Feb 16 01:31:02 +0000 2021,"Is anyone else sick and tired of hearing ANYTHING about Trump and his band of congressional puppets.  He is a liar, did nothing when we were hit with a pandemic, had no intentions of serving all Americans, started, feed and nurtured the BIG LIE of the non-existence fraud on...",ABrokenCountry,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png
Tue Feb 16 01:31:02 +0000 2021,"Este es el trato con la vacuna. No la tomes. ¿Permitiría Trump que se produjera una vacuna venenosa aquí en los Estados Unidos? Probablemente no. Pero, siempre existe la posibilidad de que la vacuna sea un último clavo en su lista de corrupción que Trump permitió. Nunca he",Q_ecua,https://pbs.twimg.com/profile_images/1252105400733904907/GV0H_H4X_normal.jpg
Tue Feb 16 01:31:02 +0000 2021,"@secretsgrangwr Pq ele e cristão e chamam ele automaticamente de homofobico e acham que ele apoia o trump por não falar de política, um coselho não acredita em tudo que lê aqui no Twitter pesquise primeiro",DickGrayson86,https://pbs.twimg.com/profile_images/1350352525292150787/OnHrwxQr_normal.jpg
Tue Feb 16 01:31:01 +0000 2021,"@garymagoo6 @cdnelefan @WhiteG365 @PirrohasFans Thank you Gary. Those ding 🛎 dongs have no idea how great Trump was for our country. They bought the lies from Fake News and are going to be surprised when the effects of the new administration start to hit them. However, they will blame it on Trump and stay clueless.",JohnWBright1,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png
Tue Feb 16 01:31:01 +0000 2021,"It’s amazing the local Media celebs that complained loudly about Trump being offensive, that are actually more offensive in racism and sexism than DJT himself.  Time for equal footing.",NevadaNFAA,https://pbs.twimg.com/profile_images/1248019301426065409/ekHjkxXY_normal.jpg
Tue Feb 16 01:31:01 +0000 2021,"@Admariasilva É incrível como a ignorância política desabrochou neste país, o lado mais sombrio e escuro de uma plêiade de ignorantes seguindo um genocida, negacionista, assasdino de mais de 237.000 vidas. E, ainda  tem gado bolsopetista que não tem vergonha de apouar este trump paguaio. Gadoo",riquemoro,https://pbs.twimg.com/profile_images/1248469565018783749/a8B9NDkh_normal.jpg
Tue Feb 16 01:31:01 +0000 2021,@brad_gurdlinger @DevinCow @morgfair @HuffPostPol I thought that was Trump.  He’s the one with the dead girl. Lady G is the one with the live boy.,BArker33472608,https://pbs.twimg.com/profile_images/1351755436467183616/ivcUShGF_normal.jpg
Tue Feb 16 01:31:01 +0000 2021,"Happy President day, president Donald J Trump!!!",ajzbak1,https://pbs.twimg.com/profile_images/3232987038/09599703b565d24479996522858adf52_normal.jpeg
Tue Feb 16 01:31:00 +0000 2021,"Biden has established a regular schedule, including coffee in the mornings with the first lady, meetings and phone calls from the Oval Office and a return to his residence by 7 p.m. https://t.co/vvSFY73cVA",WiStateJournal,https://pbs.twimg.com/profile_images/928036780267397120/7_OaTQAz_normal.jpg
Tue Feb 16 01:31:00 +0000 2021,@reidepstein @RepKinzinger Stay strong. You are a good man. I am sorry so many of your family members have been conned by Donald Trump. So sad.,mommabe05002637,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png
Tue Feb 16 01:31:00 +0000 2021,@laurenboebert That sounds like an anti-Trump remark.,stevedirkx,https://pbs.twimg.com/profile_images/745334926774435840/Qy0mN9Qs_normal.jpg
Tue Feb 16 01:31:00 +0000 2021,"#AlMayadeenPodcast | Irán: la ""máxima presión"" de Trump falló y Ansar Allah estará fuera de la lista de organizaciones terroristas. Escucha estas y otras informaciones en Al Mayadeen Podcast 👇🏽https://t.co/HtgP6g6IJX 
#Podcast #OrienteMedio #Trump #almayadeenespañol https://t.co/ofXXvKyppN",almayadeen_es,https://pbs.twimg.com/profile_images/1350159075158487040/qANzUwZf_normal.jpg
Tue Feb 16 01:31:00 +0000 2021,"@atrupar @DevinCow @NikkiHaley since you are not sucking up to Trump anymore, maybe learn your American history that is based upon facts not lies.",cfrogers,https://pbs.twimg.com/profile_images/1032486969404620801/MWDG7oTw_normal.jpg
Tue Feb 16 01:31:00 +0000 2021,"Guess it makes sense to talk about trump supporters with gop activist turned NYT political reporter.

#inners https://t.co/jMI1hb8EUa",bsdtectr,https://pbs.twimg.com/profile_images/378800000337713769/443eaa474181ecca9606830004179f3b_normal.jpeg
Tue Feb 16 01:31:00 +0000 2021,Didn’t Texas want to secede from the US after Biden won? Now y’all need federal assistance? 😂 https://t.co/EcKpBRDRLU,tannerbugatti,https://pbs.twimg.com/profile_images/1346086808707219459/4MtmyGn__normal.jpg
Tue Feb 16 01:31:00 +0000 2021,"President Trump drive by in Florida

 https://t.co/YssYGq1wEQ",Grhm_i,https://pbs.twimg.com/profile_images/1327013141893537798/VkCtDPXD_normal.jpg
